status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
407422362695986_430152093756346,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423837684387787/?type=3,2013-10-17 21:00:01,32,17,1,32,0,0,0,0,0,0
407422362695986_428606800577542,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423837541054468/?type=3,2013-10-14 22:00:01,47,3,3,47,0,0,0,0,0,0
407422362695986_428182587286630,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423840474387508/?type=3,2013-10-14 01:00:02,28,2,0,28,0,0,0,0,0,0
407422362695986_10151923534011343,"Sakib al Hasan has pledged to ""Help A Child Reach 5"" this Global Handwashing Day.

Have you? 

To pledge, please use the Lifebuoy Global Handwashing Day app in the Lifebuoy page: https://www.facebook.com/lifebuoybangladesh/app_637880189575779",,video,https://www.facebook.com/lifebuoybangladesh/videos/10151923534011343/,2013-10-13 00:49:12,98,3,11,97,1,0,0,0,0,0
407422362695986_427606700677552,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423840284387527/?type=3,2013-10-13 00:00:00,17,1,0,17,0,0,0,0,0,0
407422362695986_427157287389160,Lifebuoy Brand Ambassador Sakib Al Hasan celebrating Global Handwashing Day 2013 on a school visit.,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/427157257389163/?type=3,2013-10-12 01:32:56,89,14,5,89,0,0,0,0,0,0
407422362695986_426745794096976,"Wondering what this may be?

Find out using a QR code scanner.",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/426745784096977/?type=3,2013-10-11 02:02:29,30,12,5,30,0,0,0,0,0,0
407422362695986_426685764102979,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423837227721166/?type=3,2013-10-10 22:00:00,16,1,0,16,0,0,0,0,0,0
407422362695986_425422574229298,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423837057721183/?type=3,2013-10-07 21:00:00,35,3,0,35,0,0,0,0,0,0
407422362695986_425120740926148,Check out this Inspiring Video and share your views with us- http://bit.ly/HelpAchildReach5,Lifebuoy's cover photo,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407785259326363.1073741828.407422362695986/425120444259511/?type=3,2013-10-06 23:42:18,35,3,4,35,0,0,0,0,0,0
407422362695986_424893044282251,"Help a Child Reach 5, by just joining this noble cause with Sakib on this Global Handwashing Week- https://www.facebook.com/lifebuoybangladesh/app_637880189575779",Lifebuoy,link,https://www.facebook.com/lifebuoybangladesh/?sk=app_637880189575779&app_data,2013-10-06 09:25:04,26,1,0,26,0,0,0,0,0,0
407422362695986_424750164296539,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423836964387859/?type=3,2013-10-05 22:00:00,30,0,0,30,0,0,0,0,0,0
407422362695986_424488294322726,Check out this Inspiring Video and share your views with us- http://bit.ly/HelpAchildReach5,Lifebuoy Help a Child reach 5,video,https://www.youtube.com/watch?v=UF7oU_YSbBQ,2013-10-05 03:54:55,814,18,271,814,0,0,0,0,0,0
407422362695986_424123154359240,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423836834387872/?type=3,2013-10-03 22:00:01,15,0,0,15,0,0,0,0,0,0
407422362695986_423864754385080,"National Team's former captain Shakib Al Hasan (C), brand ambassador of Lifebuoy gives a kick off start to the Global Handwashing Day festivities! A Happy moment indeed- Hit ""Like"" if you agree.",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423864744385081/?type=3,2013-10-03 02:15:36,38,4,3,38,0,0,0,0,0,0
407422362695986_423836587721230,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423836581054564/?type=3,2013-10-02 23:17:05,16,0,0,16,0,0,0,0,0,0
407422362695986_423836431054579,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/423836424387913/?type=3,2013-10-02 23:16:18,14,1,1,14,0,0,0,0,0,0
407422362695986_420571824714373,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420571814714374/?type=3,2013-09-24 03:30:33,15,0,1,15,0,0,0,0,0,0
407422362695986_420566751381547,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420566741381548/?type=3,2013-09-24 03:02:11,16,0,0,16,0,0,0,0,0,0
407422362695986_420565844714971,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420565834714972/?type=3,2013-09-24 02:57:08,18,0,0,18,0,0,0,0,0,0
407422362695986_420563951381827,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420563934715162/?type=3,2013-09-24 02:46:33,15,0,0,15,0,0,0,0,0,0
407422362695986_420562394715316,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420562378048651/?type=3,2013-09-24 02:45:05,11,0,0,10,1,0,0,0,0,0
407422362695986_420561748048714,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420561738048715/?type=3,2013-09-24 02:41:37,12,0,0,12,0,0,0,0,0,0
407422362695986_420560034715552,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420560021382220/?type=3,2013-09-24 02:31:55,12,0,0,12,0,0,0,0,0,0
407422362695986_420559104715645,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420559094715646/?type=3,2013-09-24 02:25:06,13,0,1,13,0,0,0,0,0,0
407422362695986_420559741382248,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420559724715583/?type=3,2013-09-24 02:29:56,7,0,0,7,0,0,0,0,0,0
407422362695986_420559558048933,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420559548048934/?type=3,2013-09-24 02:28:35,8,0,0,7,1,0,0,0,0,0
407422362695986_420560668048822,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/420560658048823/?type=3,2013-09-24 02:35:11,12,0,0,12,0,0,0,0,0,0
407422362695986_407785272659695,,Lifebuoy's cover photo,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407785259326363.1073741828.407422362695986/407785262659696/?type=3,2013-08-19 03:26:51,7,0,3,7,0,0,0,0,0,0
407422362695986_407426242695598,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/407426236028932/?type=3,2013-08-18 06:33:09,4,0,0,4,0,0,0,0,0,0
407422362695986_407426202695602,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/407426196028936/?type=3,2013-08-18 06:32:54,3,0,0,3,0,0,0,0,0,0
407422362695986_407426152695607,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/407426146028941/?type=3,2013-08-18 06:32:40,6,0,0,6,0,0,0,0,0,0
407422362695986_407426099362279,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/407426092695613/?type=3,2013-08-18 06:32:28,3,0,0,3,0,0,0,0,0,0
407422362695986_407426029362286,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/407426022695620/?type=3,2013-08-18 06:32:12,3,0,0,2,1,0,0,0,0,0
407422362695986_407425896028966,,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/407425889362300/?type=3,2013-08-18 06:31:38,13,2,0,12,1,0,0,0,0,0
407422362695986_408619039242985,,Global Handwashing 2011 saw over 25 million people around the world pledge to wash their hands with soap.,photo,https://www.facebook.com/lifebuoybangladesh/photos/p.408619012576321/408619012576321/?type=3,2011-10-15 14:00:00,2,0,0,2,0,0,0,0,0,0
407422362695986_408615222576700,,Lifebuoy launches in Australia,photo,https://www.facebook.com/lifebuoybangladesh/photos/p.408615199243369/408615199243369/?type=3,2010-12-31 15:00:00,0,0,0,0,0,0,0,0,0,0
407422362695986_408615592576663,,Unilever announced its social mission goal to change the handwashing behaviour of one billion people by 2015.,link,https://www.facebook.com/407422362695986/posts/408615592576663/,2010-12-31 15:00:00,0,0,0,0,0,0,0,0,0,0
407422362695986_408618759243013,,Global Handwashing Day 2010,photo,https://www.facebook.com/lifebuoybangladesh/photos/p.408618742576348/408618742576348/?type=3,2010-10-15 14:00:00,1,0,0,1,0,0,0,0,0,0
407422362695986_408614975910058,,Lifebuoy became a World Record Breaker,photo,https://www.facebook.com/lifebuoybangladesh/photos/p.408614899243399/408614899243399/?type=3,2009-10-15 14:00:00,1,0,0,1,0,0,0,0,0,0
407422362695986_408614705910085,,First Global Handwashing Day held in over 75 countries and 23 Lifebuoy markets,photo,https://www.facebook.com/lifebuoybangladesh/photos/p.408614659243423/408614659243423/?type=3,2008-10-15 14:00:00,5,0,0,5,0,0,0,0,0,0
